id,source_file,question,type,answer,raw,option_A,option_B,option_C,option_D,option_E
37,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,36. 以下对于解放战争胜利发挥了巨大作用的因素是(      ),多选,A|B|C,"36. 以下对于解放战争胜利发挥了巨大作用的因素是(      )
A、广泛而深入地发动和依靠群众
B、最大限度满足前线需要
C、军事战略的因时而变
D、国民党军事实力薄弱
正确答案：ABC
答案解析：国民党军队在解放战争期间接受了美国的援助，军事实力较强，故D项错误，选ABC。",A. 广泛而深入地发动和依靠群众,B. 最大限度满足前线需要,C. 军事战略的因时而变,D. 国民党军事实力薄弱 正确答案：ABC 答案解析：国民党军队在解放战争期间接受了美国的援助，军事实力较强，故D项错误，选ABC。,
38,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,37. 解放战争时期的新式整军运动是指？(      ),多选,A|B|C,"37. 解放战争时期的新式整军运动是指？(      )
A、整顿思想
B、整顿组织
C、整顿作风
D、整顿群众
正确答案：ABC
答案解析：略。",A. 整顿思想,B. 整顿组织,C. 整顿作风,D. 整顿群众 正确答案：ABC 答案解析：略。,
39,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,38. 以下哪些战役是解放战争后期较为重要的战役？(      ),多选,A|B|C|D,"38. 以下哪些战役是解放战争后期较为重要的战役？(      )
A、辽沈战役
B、渡江战役
C、淮海战役
D、平津战役
正确答案：ABCD
答案解析：ABCD均为解放战争后期重要的战役。",A. 辽沈战役,B. 渡江战役,C. 淮海战役,D. 平津战役 正确答案：ABCD 答案解析：ABCD均为解放战争后期重要的战役。,
40,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,39. 下列选项对中国新民主主义革命胜利的意义理解正确的是(      ),多选,B|C|D,"39. 下列选项对中国新民主主义革命胜利的意义理解正确的是(      )
A、中国人民彻底地完成了反帝反封建的革命任务
B、完全改变了中国半殖民地半封建社会的性质
C、推翻了帝国主义、封建主义、官僚资本主义三座大山
D、开始了由新民主主义向社会主义过渡时期
正确答案：BCD
答案解析：新民主主义革命胜利只是结束了半殖民地半封建社会，并没有彻底地完成了反帝反封建的革命任务，比如地主阶级还没有完全在中国消失，资产阶级的私有制经济还没有变为社会主义公有制经济，A排除；B、C、D符合题意。",A. 中国人民彻底地完成了反帝反封建的革命任务,B. 完全改变了中国半殖民地半封建社会的性质,C. 推翻了帝国主义、封建主义、官僚资本主义三座大山,D. 开始了由新民主主义向社会主义过渡时期 正确答案：BCD 答案解析：新民主主义革命胜利只是结束了半殖民地半封建社会，并没有彻底地完成了反帝反封建的革命任务，比如地主阶级还没有完全在中国消失，资产阶级的私有制经济还没有变为社会主义公有制经济，A排除；B、C、D符合题意。,
41,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,40. 在新民主主义取得全面胜利之前，毛泽东在七届二中全会上提出“两个务必”，分别是(      ),多选,C|D,"40. 在新民主主义取得全面胜利之前，毛泽东在七届二中全会上提出“两个务必”，分别是(      )
A、务必一切从实际出发
B、务必坚持群众路线
C、务必使同志们继续地保持谦虚、谨慎、不骄、不躁的作风
D、务必使同志们继续地保持艰苦奋斗的作风
正确答案：CD
答案解析：毛泽东在七届二中全会上提出“两个务必”，即务必使同志们继续地保持谦虚、谨慎、不骄、不躁的作风，务必使同志们继续地保持艰苦奋斗的作风。故选CD项。",A. 务必一切从实际出发,B. 务必坚持群众路线,C. 务必使同志们继续地保持谦虚、谨慎、不骄、不躁的作风,D. 务必使同志们继续地保持艰苦奋斗的作风 正确答案：CD 答案解析：毛泽东在七届二中全会上提出“两个务必”，即务必使同志们继续地保持谦虚、谨慎、不骄、不躁的作风，务必使同志们继续地保持艰苦奋斗的作风。故选CD项。,
42,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,41. 下列关于人民解放战争的说法正确的是（    ）。,多选,A|B,"41. 下列关于人民解放战争的说法正确的是（    ）。
A、党中央决定转战陕北是为了粉碎敌人的重点进攻。
B、千里跃进大别山掀开了人民解放军战略反攻序幕。
C、邓小平思想是指导人民解放战争的主要思想之一。
D、人民解放军发起的渡江战役解放了当时的全中国。
正确答案：AB
答案解析：C：毛泽东思想是指导人民解放战争的主要思想之一。D：渡江战役并未解放中国全境。",A. 党中央决定转战陕北是为了粉碎敌人的重点进攻。,B. 千里跃进大别山掀开了人民解放军战略反攻序幕。,C. 邓小平思想是指导人民解放战争的主要思想之一。,D. 人民解放军发起的渡江战役解放了当时的全中国。 正确答案：AB 答案解析：C：毛泽东思想是指导人民解放战争的主要思想之一。D：渡江战役并未解放中国全境。,
43,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,42. 解放战争时期的土地改革原则包括（     ）。,多选,A|C|D,"42. 解放战争时期的土地改革原则包括（     ）。
A、团结中农
B、排斥富农
C、保护工商业者
D、依靠贫雇农
正确答案：ACD
答案解析：.解放战争时期的土地改革原则是依靠贫雇农，团结中农，正确对待地主富农，保护工商业者。",A. 团结中农,B. 排斥富农,C. 保护工商业者,D. 依靠贫雇农 正确答案：ACD 答案解析：.解放战争时期的土地改革原则是依靠贫雇农，团结中农，正确对待地主富农，保护工商业者。,
44,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,43. 下列属于人民解放军军种的是（    ）。,多选,A|B|D,"43. 下列属于人民解放军军种的是（    ）。
A、陆军
B、海军
C、海岸警卫队
D、战略支援部队
正确答案：ABD
答案解析：我国人民解放军军种包括了陆军、海军、空军、火箭军、战略支援部队。",A. 陆军,B. 海军,C. 海岸警卫队,D. 战略支援部队 正确答案：ABD 答案解析：我国人民解放军军种包括了陆军、海军、空军、火箭军、战略支援部队。,
45,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,44. 下列属于中国人民解放军海军舰队的是:（    ）。,多选,A|B|C,"44. 下列属于中国人民解放军海军舰队的是:（    ）。
A、北海舰队
B、东海舰队
C、南海舰队
D、中海舰队
正确答案：ABC
答案解析：中国人民解放军海军舰队有三个现辖舰队，分别是北海舰队、东海舰队、南海舰队。",A. 北海舰队,B. 东海舰队,C. 南海舰队,D. 中海舰队 正确答案：ABC 答案解析：中国人民解放军海军舰队有三个现辖舰队，分别是北海舰队、东海舰队、南海舰队。,
46,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,45. 下列选项中属于解放战争的战役的是（    ）。,多选,A|B|D,"45. 下列选项中属于解放战争的战役的是（    ）。
A、鲁西南战役
B、苏中战役
C、平型关战役
D、渡江战役
正确答案：ABD
答案解析：鲁西南战役、苏中战役、渡江战役都是解放战争中的重要战役。",A. 鲁西南战役,B. 苏中战役,C. 平型关战役,D. 渡江战役 正确答案：ABD 答案解析：鲁西南战役、苏中战役、渡江战役都是解放战争中的重要战役。,
47,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,46. 下列属于解放军的经典战术是（     ）。,多选,A|B|D,"46. 下列属于解放军的经典战术是（     ）。
A、围点打援
B、穿插迂回
C、夺取城市
D、伏击战
正确答案：ABD
答案解析：解放军的经典战术有围点打援、重兵合围、穿插迂回、三三制、游击战、运动战、阵地战、伏击战、一点两面和四组一队。",A. 围点打援,B. 穿插迂回,C. 夺取城市,D. 伏击战 正确答案：ABD 答案解析：解放军的经典战术有围点打援、重兵合围、穿插迂回、三三制、游击战、运动战、阵地战、伏击战、一点两面和四组一队。,
48,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,47. 人民解放战争的三大战役是（）。,多选,A|B|C,"47. 人民解放战争的三大战役是（）。
A、淮海战役
B、平津战役
C、辽沈战役
D、四平战役
正确答案：ABC
答案解析：人民解放战争的三大战役分别是辽沈战役、淮海战役和平津战役。",A. 淮海战役,B. 平津战役,C. 辽沈战役,D. 四平战役 正确答案：ABC 答案解析：人民解放战争的三大战役分别是辽沈战役、淮海战役和平津战役。,
49,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,48. 解放战争被称为“第三次国内革命战争”，是为推翻（），（）和（）的一场战争。,多选,B|C|D,"48. 解放战争被称为“第三次国内革命战争”，是为推翻（），（）和（）的一场战争。
A、殖民主义
B、封建主义
C、帝国主义
D、官僚资本主义
正确答案：BCD
答案解析：解放战争是为推翻帝国主义、封建主义和官僚资本主义的一场战争。",A. 殖民主义,B. 封建主义,C. 帝国主义,D. 官僚资本主义 正确答案：BCD 答案解析：解放战争是为推翻帝国主义、封建主义和官僚资本主义的一场战争。,
50,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,49. 中国人民解放战争中的名将有（     ）。,多选,A|C|D,"49. 中国人民解放战争中的名将有（     ）。
A、粟裕
B、徐海东
C、黄克诚
D、陈赓
正确答案：ACD
答案解析：B：徐海东是唯一没有参加过解放战争的大将。",A. 粟裕,B. 徐海东,C. 黄克诚,D. 陈赓 正确答案：ACD 答案解析：B：徐海东是唯一没有参加过解放战争的大将。,
